filepath,yhat,label 
Background\5AE22CD9.WAV,[[1.]],0
Background\5B05AD91.WAV,[[1.]],0
Background\6020E84B.WAV,[[1.]],0
Background\602228DD.WAV,[[1.]],0
Background\5AD72BF2.WAV,[[1.]],0
Background\602261C6.WAV,[[1.]],0
Background\5B046987.WAV,[[1.]],0
Background\5B1C3EB1.WAV,[[1.]],0
Background\5B034A64.WAV,[[1.]],0
Background\602198B3.WAV,[[1.]],0
Background\5AEDE02E.WAV,[[1.]],0
Background\5AD0F06B.WAV,[[1.]],0
Background\5ADBFDF7.WAV,[[1.]],0
Background\5B1746AA.WAV,[[1.]],0
Background\5AFC8504.WAV,[[1.]],0
Gunshot\601B00D0.WAV,[[1.]],1
Background\60104DCD.WAV,[[1.]],0
Background\5B0F3BB9.WAV,[[1.]],0
Background\601C00ED.WAV,[[1.]],0
Background\601DA324.WAV,[[1.]],0
Background\5AF58128.WAV,[[1.]],0
Background\601D8069.WAV,[[1.]],0
Background\5AEE08AE.WAV,[[1.]],0
Background\5AEE09F1.WAV,[[1.]],0
Background\60143851.WAV,[[1.]],0
Background\5AEE475D.WAV,[[1.]],0
Background\5B01AD51.WAV,[[1.]],0
Background\5B0413AC.WAV,[[1.]],0
Background\5B0D08B7.WAV,[[1.]],0
Background\5AFF675C.WAV,[[1.]],0
Background\601120A7.WAV,[[1.]],0
Background\5B1C05C2.WAV,[[1.]],0
Background\601DB4BD.WAV,[[1.]],0
Background\5ACAD9EA.WAV,[[1.]],0
Background\5AF445FC.WAV,[[1.]],0
Background\601D85E2.WAV,[[1.]],0
Background\5B0A9540.WAV,[[1.]],0
Background\5AF48920.WAV,[[1.]],0
Background\5AF59B83.WAV,[[1.]],0
Background\5B119A1E.WAV,[[1.]],0
Background\6011040E.WAV,[[1.]],0
Background\601E8990.WAV,[[1.]],0
Background\5AD35CFD.WAV,[[1.]],0
Background\5B0C1B49.WAV,[[1.]],0
Background\5AF12FB3.WAV,[[1.]],0
Background\5B196A69.WAV,[[1.]],0
Background\5ACA049E.WAV,[[1.]],0
Background\5AE9E855.WAV,[[1.]],0
Background\60103CFC.WAV,[[1.]],0
Background\5B177C4D.WAV,[[1.]],0
Background\5AC97EB9.WAV,[[1.]],0
Background\5AC98800.WAV,[[1.]],0
Background\5ACD34F5.WAV,[[1.]],0
Background\6021991F.WAV,[[1.]],0
Background\5B1C05BF.WAV,[[1.]],0
Background\5AE84F67.WAV,[[1.]],0
Background\5B06CAEA.WAV,[[1.]],0
Background\601D5173.WAV,[[1.]],0
Background\6019A08D.WAV,[[1.]],0
Background\5B041197.WAV,[[1.]],0
Background\5AEB3565.WAV,[[1.]],0
Background\5AEE4083.WAV,[[1.]],0
Background\5AEC884D.WAV,[[1.]],0
Background\5B101B84.WAV,[[1.]],0
Gunshot\58FBC600d31b3bc5-bbff-4964-8779-49182de5c3ac.WAV,[[1.]],1
Background\5B056606.WAV,[[1.]],0
Background\60105BD7.WAV,[[1.]],0
Background\5B0A7662.WAV,[[1.]],0
Background\5AE9AB23.WAV,[[1.]],0
Background\5AD18EB1.WAV,[[1.]],0
Background\5AE1EB92.WAV,[[1.]],0
Background\5ADBBAF4.WAV,[[1.]],0
Background\5AEEE007.WAV,[[1.]],0
Background\5B0010A3.WAV,[[1.]],0
Background\5AFA0226.WAV,[[1.]],0
Background\5AE600BE.WAV,[[1.]],0
Background\5AF8BDC5.WAV,[[1.]],0
Background\5ACA0221.WAV,[[1.]],0
Background\60187EF4.WAV,[[1.]],0
Background\5AD11132.WAV,[[1.]],0
Background\5AC987F7.WAV,[[1.]],0
Background\601B8595.WAV,[[1.]],0
Background\601EDF01.WAV,[[1.]],0
Background\5AD3E2B6.WAV,[[1.]],0
Background\6019A200.WAV,[[1.]],0
Background\5B01D8FE.WAV,[[1.]],0
Background\601D7587.WAV,[[1.]],0
Background\5ACAE5A1.WAV,[[1.]],0
Background\5B16FFFF.WAV,[[1.]],0
Background\5AD50DD4.WAV,[[1.]],0
Background\5AE0FB4E.WAV,[[1.]],0
Background\601701EB.WAV,[[1.]],0
Background\5AEE126F.WAV,[[1.]],0
Background\5AE26D4D.WAV,[[1.]],0
Background\600CFCC1.WAV,[[1.]],0
Background\5B08AFE8.WAV,[[1.]],0
Background\5B0A8437.WAV,[[1.]],0
Background\5AF0E91A.WAV,[[1.]],0
Background\5AE7CEAD.WAV,[[1.]],0
Background\5B0F826E.WAV,[[1.]],0
Background\60182BA6.WAV,[[1.]],0
Background\5B095123.WAV,[[1.]],0
Background\5B19F137.WAV,[[1.]],0
Background\5B1ABAFE.WAV,[[1.]],0
Background\5ACD7AFB.WAV,[[1.]],0
Background\60209056.WAV,[[1.]],0
Background\5B129538.WAV,[[1.]],0
Background\5AC95C4C.WAV,[[1.]],0
Background\5AEE4776.WAV,[[1.]],0
Background\600FD103.WAV,[[1.]],0
Background\601D5FC6.WAV,[[1.]],0
Background\601CDF19.WAV,[[1.]],0
Background\602166A1.WAV,[[1.]],0
Background\5AECB7A5.WAV,[[1.]],0
Background\5AE570E3.WAV,[[1.]],0
Background\5AC9A696.WAV,[[1.]],0
Background\5B187C80.WAV,[[1.]],0
Background\5AF99D9F.WAV,[[1.]],0
Background\5B1B9046.WAV,[[1.]],0
Background\5B16D071.WAV,[[1.]],0
Background\5AEB3823.WAV,[[1.]],0
Background\5B19A14F.WAV,[[1.]],0
Background\5AEAF7DA.WAV,[[1.]],0
Background\5B17513C.WAV,[[1.]],0
Background\5AEB0DDA.WAV,[[1.]],0
Background\5B0A3DFA.WAV,[[1.]],0
Background\5AEC9E2C.WAV,[[1.]],0
Background\601EAB4B.WAV,[[1.]],0
Gunshot\601AFA1C.WAV,[[1.]],1
Background\5B201CEE.WAV,[[1.]],0
Background\6018E73B.WAV,[[1.]],0
Background\5AD41817.WAV,[[1.]],0
Background\601B435F.WAV,[[1.]],0
Background\5B1C0BB1.WAV,[[1.]],0
Background\5ADF6A26.WAV,[[1.]],0
Background\5B197841.WAV,[[1.]],0
Background\5B03104E.WAV,[[1.]],0
Background\5AFF59DD.WAV,[[1.]],0
Background\5B199392.WAV,[[1.]],0
Background\5ACA03B7.WAV,[[1.]],0
Background\5ADDDAC5.WAV,[[1.]],0
Background\5ACA021F.WAV,[[1.]],0
Background\601F1344.WAV,[[1.]],0
Background\5AFD29C7.WAV,[[1.]],0
Background\5B19843B.WAV,[[1.]],0
Background\5B123E36.WAV,[[1.]],0
Background\5B0D880C.WAV,[[1.]],0
Background\5B02CCB8.WAV,[[1.]],0
Background\5AF08251.WAV,[[1.]],0
Background\5AD6A17F.WAV,[[1.]],0
Background\5AF0D589.WAV,[[1.]],0
Background\5B129688.WAV,[[1.]],0
Background\5AD93260.WAV,[[1.]],0
Background\60156D7D.WAV,[[1.]],0
Background\601DA319.WAV,[[1.]],0
Background\601D4597.WAV,[[1.]],0
Background\601102EF.WAV,[[1.]],0
Background\6010C716.WAV,[[1.]],0
Background\601CB8C0.WAV,[[1.]],0
Background\5AF096FB.WAV,[[1.]],0
Background\5AECE2FD.WAV,[[1.]],0
Background\5B1AE9DB.WAV,[[1.]],0
Background\5AF59B86.WAV,[[1.]],0
Background\5AFE18C4.WAV,[[1.]],0
Background\6018140A.WAV,[[1.]],0
Background\5AEDDB31.WAV,[[1.]],0
Background\5AF8C5AD.WAV,[[1.]],0
Background\5B12A3A4.WAV,[[1.]],0
Background\5AF9BF91.WAV,[[1.]],0
Background\5B073657.WAV,[[1.]],0
Background\5AC95CAC.WAV,[[1.]],0
Background\5AF99A43.WAV,[[1.]],0
Background\5AE14104.WAV,[[1.]],0
Background\5AFDE74D.WAV,[[1.]],0
Background\5B15CC7A.WAV,[[1.]],0
Background\5B0BBAFA.WAV,[[1.]],0
Background\5AEDABA8.WAV,[[1.]],0
Background\602252DB.WAV,[[1.]],0
Background\60224EF4.WAV,[[1.]],0
Background\5B1B30F2.WAV,[[1.]],0
Background\5B1ED627.WAV,[[1.]],0
Background\601C92E8.WAV,[[1.]],0
Background\5B0ABA43.WAV,[[1.]],0
Background\5B04CEF7.WAV,[[1.]],0
Background\5AE2E012.WAV,[[1.]],0
Background\60157BFB.WAV,[[1.]],0
Background\6011F094.WAV,[[1.]],0
Background\60141523.WAV,[[1.]],0
Background\5ACE4E9D.WAV,[[1.]],0
Background\60154A38.WAV,[[1.]],0
Background\5AF99AB5.WAV,[[1.]],0
Background\5B153E9E.WAV,[[1.]],0
Background\5AC9ABAC.WAV,[[1.]],0
Background\6015F122.WAV,[[1.]],0
Background\5B02FC25.WAV,[[1.]],0
Background\5AF894A2.WAV,[[1.]],0
Background\5AEC9E72.WAV,[[1.]],0
Background\601885B3.WAV,[[1.]],0
Background\5AE2DC45.WAV,[[1.]],0
Background\60212F7F.WAV,[[1.]],0
Background\5B020960.WAV,[[1.]],0
Background\60112BC2.WAV,[[1.]],0
Background\5AD87D0C.WAV,[[1.]],0
Background\5AEBA667.WAV,[[1.]],0
Background\5AD35981.WAV,[[1.]],0
Background\600E5869.WAV,[[1.]],0
Background\5B1CBF2B.WAV,[[1.]],0
Background\5B13D6B7.WAV,[[1.]],0
Background\601CA727.WAV,[[1.]],0
Background\600E8073.WAV,[[1.]],0
Background\5ADA632F.WAV,[[1.]],0
Background\5B108FB4.WAV,[[1.]],0
Background\5AF56774.WAV,[[1.]],0
Background\5B19A26D.WAV,[[1.]],0
Gunshot\58FBC5807a1cf75a-9abf-4b28-82b6-15c92693e929.WAV,[[1.]],1
Background\5AEE3FAD.WAV,[[1.]],0
Background\5AECA3B9.WAV,[[1.]],0
Background\5AEDE4C9.WAV,[[1.]],0
Background\5B1E62E1.WAV,[[1.]],0
Background\60194525.WAV,[[1.]],0
Background\5AD0E52D.WAV,[[1.]],0
Background\5B17D63A.WAV,[[1.]],0
Background\5B16C99F.WAV,[[1.]],0
Background\6012C225.WAV,[[1.]],0
Background\6012D90D.WAV,[[1.]],0
Background\5ADD6A2E.WAV,[[1.]],0
Background\6015CCD5.WAV,[[1.]],0
Background\5B0D3A4F.WAV,[[1.]],0
Background\5B1138A3.WAV,[[1.]],0
Background\5B0FDE6F.WAV,[[1.]],0
Background\6009C475.WAV,[[1.]],0
Background\5AE37F11.WAV,[[1.]],0
Background\600A0816.WAV,[[1.]],0
Background\601EC32E.WAV,[[1.]],0
Background\602288A6.WAV,[[1.]],0
Background\5ADB8D0A.WAV,[[1.]],0
Background\5AD3B1FD.WAV,[[1.]],0
Background\5AD8CB7B.WAV,[[1.]],0
Background\6011708A.WAV,[[1.]],0
Background\5B05BC30.WAV,[[1.]],0
Background\60160F3D.WAV,[[1.]],0
Background\5AF6D854.WAV,[[1.]],0
Background\60145001.WAV,[[1.]],0
Background\601FA5D0.WAV,[[1.]],0
Background\6012EB3C.WAV,[[1.]],0
Background\5B0E8C2C.WAV,[[1.]],0
Background\60213880.WAV,[[1.]],0
Background\5ACFE34E.WAV,[[1.]],0
Background\5B128AEF.WAV,[[1.]],0
Background\5ACCE3E3.WAV,[[1.]],0
Background\5B129CBB.WAV,[[1.]],0
Background\5B0D96A0.WAV,[[1.]],0
Background\6014E89A.WAV,[[1.]],0
Background\5B0882C5.WAV,[[1.]],0
Background\6012C2B6.WAV,[[1.]],0
Background\5B0C90E0.WAV,[[1.]],0
Background\6016D42C.WAV,[[1.]],0
Background\601AC8E1.WAV,[[1.]],0
Background\5AEE405B.WAV,[[1.]],0
Background\5B1E5F2F.WAV,[[1.]],0
Background\60187F14.WAV,[[1.]],0
Background\5B024392.WAV,[[1.]],0
Background\601CE0E3.WAV,[[1.]],0
Background\5ACCC05B.WAV,[[1.]],0
Background\5AE964F0.WAV,[[1.]],0
Background\5B04E80D.WAV,[[1.]],0
Background\5AF189CB.WAV,[[1.]],0
Background\5B129AEE.WAV,[[1.]],0
Background\5ADE365A.WAV,[[1.]],0
Gunshot\58FBD3C1e316e9a4-2ed9-4275-b121-8f9762f08beb.WAV,[[1.]],1
Background\6021F8A8.WAV,[[1.]],0
Background\601FAC86.WAV,[[1.]],0
Background\601C3267.WAV,[[1.]],0
Background\5B10476A.WAV,[[1.]],0
Background\5B18581E.WAV,[[1.]],0
Background\5AD1326B.WAV,[[1.]],0
Background\5B172602.WAV,[[1.]],0
Background\5AF7CA8F.WAV,[[1.]],0
Background\5AD3A6E6.WAV,[[1.]],0
Background\5AE461FA.WAV,[[1.]],0
Background\5AE8BD89.WAV,[[1.]],0
Background\5B170A89.WAV,[[1.]],0
Background\5B059E2F.WAV,[[1.]],0
Background\5B0031C6.WAV,[[1.]],0
Background\5AF6AD44.WAV,[[1.]],0
Background\5AD5375C.WAV,[[1.]],0
Background\5AF4D82C.WAV,[[1.]],0
Background\5B17FD5C.WAV,[[1.]],0
Background\5B045176.WAV,[[1.]],0
Gunshot\58FBC542c464b71e-0a21-4090-bd0c-87b16889f5c0.WAV,[[1.]],1
Background\5B1294F2.WAV,[[1.]],0
Background\5AF0428C.WAV,[[1.]],0
Background\5AD17485.WAV,[[1.]],0
Background\601E65A1.WAV,[[1.]],0
Background\60104FC7.WAV,[[1.]],0
Background\5AD67B33.WAV,[[1.]],0
Background\5B0425D1.WAV,[[1.]],0
Background\5B16EEDB.WAV,[[1.]],0
Background\5AF0440E.WAV,[[1.]],0
Background\5B0E1F1C.WAV,[[1.]],0
Background\5AFAF92E.WAV,[[1.]],0
Background\5AFA283D.WAV,[[1.]],0
Background\5B12C35D.WAV,[[1.]],0
Background\5B182CFA.WAV,[[1.]],0
Background\600A27E8.WAV,[[1.]],0
Background\60187152.WAV,[[1.]],0
Background\600D7E2F.WAV,[[1.]],0
Background\5B128AE3.WAV,[[1.]],0
Background\5B0197FC.WAV,[[1.]],0
Background\601940CB.WAV,[[1.]],0
Background\5B0021BC.WAV,[[1.]],0
Background\600F78C0.WAV,[[1.]],0
Background\5B1C1144.WAV,[[1.]],0
Background\60112BD4.WAV,[[1.]],0
Background\5ADD39E6.WAV,[[1.]],0
Background\5AD23746.WAV,[[1.]],0
Background\60112DC0.WAV,[[1.]],0
Background\6018A6F4.WAV,[[1.]],0
Background\600E905C.WAV,[[1.]],0
Background\5AEF645A.WAV,[[1.]],0
Background\5AE28B09.WAV,[[1.]],0
Background\5AE9F642.WAV,[[1.]],0
Background\601CA93D.WAV,[[1.]],0
Background\6019C278.WAV,[[1.]],0
Background\60208DCD.WAV,[[1.]],0
Background\5AF0961C.WAV,[[1.]],0
Background\5B170001.WAV,[[1.]],0
Background\5AF8D3F8.WAV,[[1.]],0
Background\60149778.WAV,[[1.]],0
Background\6010F435.WAV,[[1.]],0
Background\5AFBC96D.WAV,[[1.]],0
Background\601EFD0F.WAV,[[1.]],0
Background\6017124C.WAV,[[1.]],0
Background\5AF3298E.WAV,[[1.]],0
Background\600DE322.WAV,[[1.]],0
Background\601DBB07.WAV,[[1.]],0
Background\601D5417.WAV,[[1.]],0
Gunshot\58FBBD00ade05534-429f-4709-8b7a-7206fdc72309.WAV,[[1.]],1
Background\601CB5E1.WAV,[[1.]],0
Background\601A9B0F.WAV,[[1.]],0
Background\5AE12EB9.WAV,[[1.]],0
Background\5AEE489F.WAV,[[1.]],0
Background\600EF395.WAV,[[1.]],0
Background\5ADF23AB.WAV,[[1.]],0
Background\5B13C4B3.WAV,[[1.]],0
Background\5B002607.WAV,[[1.]],0
Background\5AD35CC0.WAV,[[1.]],0
Background\5AF22CCC.WAV,[[1.]],0
Background\5B0DEF8E.WAV,[[1.]],0
Background\5ACDA3BF.WAV,[[1.]],0
Background\5AEC9E2F.WAV,[[1.]],0
Background\5AEC885E.WAV,[[1.]],0
Background\600FF8EE.WAV,[[1.]],0
Background\5AF3837E.WAV,[[1.]],0
Background\600E4211.WAV,[[1.]],0
Background\5B12F09C.WAV,[[1.]],0
Background\5B1B300B.WAV,[[1.]],0
Background\5B17ECC5.WAV,[[1.]],0
Background\5AD3E2A6.WAV,[[1.]],0
Background\600BAEF6.WAV,[[1.]],0
Background\601CF10F.WAV,[[1.]],0
Background\5AE3F2E6.WAV,[[1.]],0
Background\601EA94B.WAV,[[1.]],0
Background\5AF5B1DA.WAV,[[1.]],0
Background\5AD3B047.WAV,[[1.]],0
Background\5AF9B789.WAV,[[1.]],0
Background\5B06564A.WAV,[[1.]],0
Background\5AEBCAC3.WAV,[[1.]],0
Background\5ADD3E6D.WAV,[[1.]],0
Background\5AD1FE2D.WAV,[[1.]],0
Background\5B16B51B.WAV,[[1.]],0
Background\5B1AE820.WAV,[[1.]],0
Background\5B16CEF2.WAV,[[1.]],0
Background\5ACF8D58.WAV,[[1.]],0
Background\600E00E7.WAV,[[1.]],0
Background\5AEE3202.WAV,[[1.]],0
Background\5B0B8026.WAV,[[1.]],0
Background\5AE9AD19.WAV,[[1.]],0
Background\5B053C5F.WAV,[[1.]],0
Background\5B00868B.WAV,[[1.]],0
Background\5B1AB517.WAV,[[1.]],0
Background\5AD93F24.WAV,[[1.]],0
Background\5B0074D4.WAV,[[1.]],0
Background\60225062.WAV,[[1.]],0
Background\5ADEE109.WAV,[[1.]],0
Background\601BF406.WAV,[[1.]],0
Background\60113A1B.WAV,[[1.]],0
Background\5B16984C.WAV,[[1.]],0
Background\5AE9A9D6.WAV,[[1.]],0
Gunshot\58FBC5EFb5e43323-99f6-4bf6-a718-0e525e9dc21d.WAV,[[1.]],1
Background\5B046077.WAV,[[1.]],0
Background\6015D9C8.WAV,[[1.]],0
Background\5AEEAA0E.WAV,[[1.]],0
Background\5AF39583.WAV,[[1.]],0
Background\5B041129.WAV,[[1.]],0
Background\5AEF4396.WAV,[[1.]],0
Background\6014A332.WAV,[[1.]],0
Background\5B0407B1.WAV,[[1.]],0
Background\601AB3F5.WAV,[[1.]],0
Background\5AC95C16.WAV,[[1.]],0
Background\5AD1EA71.WAV,[[1.]],0
Background\5AD26DE9.WAV,[[1.]],0
Background\5ACD8963.WAV,[[1.]],0
Background\5ADA2B71.WAV,[[1.]],0
Background\5B003303.WAV,[[1.]],0
Background\601C6979.WAV,[[1.]],0
Background\5AEDDE7C.WAV,[[1.]],0
Background\600A4171.WAV,[[1.]],0
Background\5B0D9617.WAV,[[1.]],0
Background\6021E31A.WAV,[[1.]],0
Background\5B01CCE4.WAV,[[1.]],0
Background\5B08B75E.WAV,[[1.]],0
Background\5AF23E88.WAV,[[1.]],0
Background\5AF3676D.WAV,[[1.]],0
Background\5B1C5C13.WAV,[[1.]],0
Background\5B005B31.WAV,[[1.]],0
Background\5AFF81BA.WAV,[[1.]],0
Background\6016AEC7.WAV,[[1.]],0
Background\5AF58D18.WAV,[[1.]],0
Background\5AFD097E.WAV,[[1.]],0
Background\5B05BD83.WAV,[[1.]],0
Background\5B117B27.WAV,[[1.]],0
Background\5B0AE976.WAV,[[1.]],0
Background\5AE64E8B.WAV,[[1.]],0
Background\5B19701B.WAV,[[1.]],0
Background\601162B1.WAV,[[1.]],0
Background\5B0ABBC0.WAV,[[1.]],0
Background\5ADD7781.WAV,[[1.]],0
Background\5AC981EB.WAV,[[1.]],0
Background\5AEF34B6.WAV,[[1.]],0
Background\6020A951.WAV,[[1.]],0
Background\6020883A.WAV,[[1.]],0
Background\6009F77A.WAV,[[1.]],0
Background\5B04466B.WAV,[[1.]],0
Background\5AD246EF.WAV,[[1.]],0
Background\5AE637A6.WAV,[[1.]],0
Background\5AF492D6.WAV,[[1.]],0
Background\5ACAA477.WAV,[[1.]],0
Background\601EBB33.WAV,[[1.]],0
Background\5B197408.WAV,[[1.]],0
Background\5ACDBFB5.WAV,[[1.]],0
Background\5B196902.WAV,[[1.]],0
Background\5AF23609.WAV,[[1.]],0
Background\5B040E26.WAV,[[1.]],0
Background\601473D4.WAV,[[1.]],0
Background\5AF4A1E7.WAV,[[1.]],0
Background\600F022E.WAV,[[1.]],0
Background\5B0312F4.WAV,[[1.]],0
Background\5AD3BD77.WAV,[[1.]],0
Background\5AD10F45.WAV,[[1.]],0
Background\601F4EB7.WAV,[[1.]],0
Background\5B1012AA.WAV,[[1.]],0
Background\5ACFC5D5.WAV,[[1.]],0
Background\6010E6A4.WAV,[[1.]],0
Background\5B04507B.WAV,[[1.]],0
Background\60213C0F.WAV,[[1.]],0
Background\5B162000.WAV,[[1.]],0
Gunshot\58FBC601f8aa997a-cd31-43d8-9906-a66f6afe2281.WAV,[[1.]],1
Background\5B1209C1.WAV,[[1.]],0
Background\601847C7.WAV,[[1.]],0
Background\60197FCB.WAV,[[1.]],0
Background\5AE8A586.WAV,[[1.]],0
Background\601158BB.WAV,[[1.]],0
Background\5AE0FD39.WAV,[[1.]],0
Background\5B03CE12.WAV,[[1.]],0
Background\5B12A460.WAV,[[1.]],0
Background\5AE9AE3A.WAV,[[1.]],0
Background\5AF99750.WAV,[[1.]],0
Background\5AFB5284.WAV,[[1.]],0
Background\5B1C24D1.WAV,[[1.]],0
Background\5AE8C824.WAV,[[1.]],0
Background\601DCF6D.WAV,[[1.]],0
Background\5B1E9F76.WAV,[[1.]],0
Background\5AFF1763.WAV,[[1.]],0
Background\5AE2D8E7.WAV,[[1.]],0
Background\60130BE6.WAV,[[1.]],0
Background\5B1AAD8A.WAV,[[1.]],0
Background\5B0AC257.WAV,[[1.]],0
Background\5B183E32.WAV,[[1.]],0
Background\5AFC81D6.WAV,[[1.]],0
Background\5B19C46B.WAV,[[1.]],0
Gunshot\58FFB61186b6bbce-e4a5-47dd-9d69-34dac0334a8b.WAV,[[1.]],1
Background\5AFDC9F5.WAV,[[1.]],0
Background\601B1510.WAV,[[1.]],0
Background\5B1972D7.WAV,[[1.]],0
Background\601E2E97.WAV,[[1.]],0
Background\6019C933.WAV,[[1.]],0
Background\5AE0DE2E.WAV,[[1.]],0
Background\601EB295.WAV,[[1.]],0
Background\600C9242.WAV,[[1.]],0
Background\5AE0C11A.WAV,[[1.]],0
Background\5B1E5AD3.WAV,[[1.]],0
Background\601D61FA.WAV,[[1.]],0
Background\6015609F.WAV,[[1.]],0
Background\5B057189.WAV,[[1.]],0
Background\5B10C4CE.WAV,[[1.]],0
Background\5B0F9F91.WAV,[[1.]],0
Background\5B070B68.WAV,[[1.]],0
Background\6016EAE4.WAV,[[1.]],0
Background\5AC9AE5C.WAV,[[1.]],0
Background\5ACDDE33.WAV,[[1.]],0
Background\600C8554.WAV,[[1.]],0
Background\5B168BC9.WAV,[[1.]],0
Background\5AD35CFA.WAV,[[1.]],0
Background\601E8FBF.WAV,[[1.]],0
Background\5ACECC16.WAV,[[1.]],0
Background\5B032367.WAV,[[1.]],0
Background\5AEF486F.WAV,[[1.]],0
Gunshot\5B47DB32_15380d3fae-ac5d-4cd8-8703-34044b1afd634f648727-124b-4b8d-88d1-948318db174bd0095455-b439-4c19-b094-e9cb83b79557.WAV,[[1.]],1
Background\6023398D.WAV,[[1.]],0
Background\5AF09930.WAV,[[1.]],0
Background\601560D2.WAV,[[1.]],0
Background\600FABC5.WAV,[[1.]],0
Background\6010E5CE.WAV,[[1.]],0
Background\5AECF873.WAV,[[1.]],0
Background\6022E208.WAV,[[1.]],0
Background\5B087482.WAV,[[1.]],0
Background\5AEE708D.WAV,[[1.]],0
Background\5AF86A7A.WAV,[[1.]],0
Background\5B199683.WAV,[[1.]],0
Background\5B1697EF.WAV,[[1.]],0
Background\600ED3A7.WAV,[[1.]],0
Background\5B041005.WAV,[[1.]],0
Background\601C3B2C.WAV,[[1.]],0
Background\5AE3B4FE.WAV,[[1.]],0
Background\5AFC1353.WAV,[[1.]],0
Background\602183B7.WAV,[[1.]],0
Background\601B610B.WAV,[[1.]],0
Background\5AE2BB8A.WAV,[[1.]],0
Background\5B020C60.WAV,[[1.]],0
Background\601207AA.WAV,[[1.]],0
Background\5B06DB42.WAV,[[1.]],0
Background\5B1D0681.WAV,[[1.]],0
Background\5AF24D91.WAV,[[1.]],0
Background\6021500B.WAV,[[1.]],0
Background\5AE9AC0D.WAV,[[1.]],0
Background\5B10C618.WAV,[[1.]],0
Background\602164F3.WAV,[[1.]],0
Background\5AF094DD.WAV,[[1.]],0
Background\5ADA65EF.WAV,[[1.]],0
Gunshot\5B8A1D49_25c11bd4e7-3c74-4f74-b859-3e29093f0f3c0ec19dc3-569b-4559-acb1-3b72465385fd1c58a945-a0cc-48d5-8623-5a77f0beab04.WAV,[[1.]],1
Background\5AF9E10B.WAV,[[1.]],0
Background\5B003307.WAV,[[1.]],0
Background\601FE304.WAV,[[1.]],0
Background\601D6F83.WAV,[[1.]],0
Background\60201F39.WAV,[[1.]],0
Background\5AFA3A1F.WAV,[[1.]],0
Background\6012D1DB.WAV,[[1.]],0
Background\5AF3310C.WAV,[[1.]],0
Background\600DD34F.WAV,[[1.]],0
Background\5AEA2250.WAV,[[1.]],0
Background\60103591.WAV,[[1.]],0
Background\5AFF1A48.WAV,[[1.]],0
Background\5ADE7BC2.WAV,[[1.]],0
Background\5AF99A46.WAV,[[1.]],0
Background\5AFF53D3.WAV,[[1.]],0
Background\60141672.WAV,[[1.]],0
Background\5AD2C282.WAV,[[1.]],0
Background\5B087613.WAV,[[1.]],0
Background\5B06589F.WAV,[[1.]],0
Background\5B063A36.WAV,[[1.]],0
Background\5B17E19C.WAV,[[1.]],0
Background\60103CFB.WAV,[[1.]],0
Background\5AE8CB7D.WAV,[[1.]],0
Background\5B09D208.WAV,[[1.]],0
Background\5AFC7A7E.WAV,[[1.]],0
Background\60149348.WAV,[[1.]],0
Background\60203958.WAV,[[1.]],0
Background\6015D3DB.WAV,[[1.]],0
Background\5AEE4701.WAV,[[1.]],0
Background\5B15F306.WAV,[[1.]],0
Background\5AD7CA24.WAV,[[1.]],0
Background\5AD4FE17.WAV,[[1.]],0
Background\601DFF99.WAV,[[1.]],0
Background\5AF4A1EA.WAV,[[1.]],0
Background\5ADDDE2C.WAV,[[1.]],0
Background\5AD4EBF6.WAV,[[1.]],0
Background\6001A44F.WAV,[[1.]],0
Background\5B1D4D5C.WAV,[[1.]],0
Background\5ACDFAB2.WAV,[[1.]],0
Background\5B1CCDC6.WAV,[[1.]],0
Background\601DFC2C.WAV,[[1.]],0
Background\5AF7129A.WAV,[[1.]],0
Background\601ECCA3.WAV,[[1.]],0
Background\60177290.WAV,[[1.]],0
Background\5AF1AC26.WAV,[[1.]],0
Background\5B04A6CA.WAV,[[1.]],0
Background\600E99C9.WAV,[[1.]],0
Background\6012DBDF.WAV,[[1.]],0
Background\5AE135BC.WAV,[[1.]],0
Background\601084BD.WAV,[[1.]],0
Background\5ACCE5E4.WAV,[[1.]],0
Background\60204CA0.WAV,[[1.]],0
Background\60194C05.WAV,[[1.]],0
Background\600C98EB.WAV,[[1.]],0
Background\5B1B99A7.WAV,[[1.]],0
Background\5B083EAC.WAV,[[1.]],0
Background\601C6364.WAV,[[1.]],0
Background\5AF9B3A5.WAV,[[1.]],0
Background\601950B1.WAV,[[1.]],0
Background\5AFEF1FF.WAV,[[1.]],0
Background\5AEDDFF5.WAV,[[1.]],0
Background\6022CE43.WAV,[[1.]],0
Gunshot\58FBD38179708572-8467-4d8b-98d3-a171cbfae53b.WAV,[[1.]],1
Background\6021DEA5.WAV,[[1.]],0
Background\5ADA47CD.WAV,[[1.]],0
Background\5AEA6CC3.WAV,[[1.]],0
Background\5B1E5AD6.WAV,[[1.]],0
Background\5B02F886.WAV,[[1.]],0
Background\5B198A6C.WAV,[[1.]],0
Background\5B042B42.WAV,[[1.]],0
Background\60235293.WAV,[[1.]],0
Background\5B0F7DA4.WAV,[[1.]],0
Background\5AF97769.WAV,[[1.]],0
Background\6020E086.WAV,[[1.]],0
Background\5AED9453.WAV,[[1.]],0
Background\5ACDCAE3.WAV,[[1.]],0
Background\6016C212.WAV,[[1.]],0
Background\5AF9B9F2.WAV,[[1.]],0
